179.5	-2.22489	-2.23701
179.51	-2.22485	-2.23698
179.52	-2.22485	-2.23699
179.51	-2.22478	-2.23694
179.49	-2.22469	-2.23688
179.47	-2.22459	-2.23681
179.42	-2.22444	-2.2367
179.37	-2.22428	-2.23659
179.31	-2.22406	-2.23643
179.16	-2.22345	-2.23598
179.07	-2.22304	-2.23566
178.98	-2.2226	-2.23533
178.88	-2.22208	-2.23492
178.77	-2.22143	-2.2344
178.65	-2.22072	-2.23384
178.53	-2.2199	-2.23317
178.4	-2.21897	-2.23242
178.26	-2.21789	-2.23153
178.12	-2.21669	-2.23054
177.96	-2.10389	-2.11194
177.81	-2.2138	-2.22812
177.64	-2.2121	-2.22669
177.47	-2.21021	-2.2251
177.29	-2.20812	-2.22334
177.1	-2.20576	-2.22134
176.9	-2.20316	-2.21912
176.69	-2.20033	-2.2167
176.48	-2.1972	-2.21401
176.25	-2.19376	-2.21105
176.02	-2.19	-2.20778
175.78	-2.18588	-2.20417
175.52	-2.18141	-2.20021
175.26	-2.17651	-2.19582
174.98	-2.12476	-2.11623
174.7	-2.13916	-2.13935
174.4	-2.12813	-2.12142
174.09	-2.12446	-2.11269
173.77	-2.12389	-2.11131
173.43	-2.12308	-2.11
173.08	-2.12194	-2.10872
172.71	-2.12046	-2.10749
172.33	-2.11863	-2.10635
171.93	-2.11639	-2.10527
171.52	-2.11374	-2.10428
171.08	-2.11055	-2.10328
170.63	-2.10685	-2.10234
170.16	-2.10256	-2.10132
169.67	-2.09773	-2.10036
169.15	-2.14969	-2.19972
168.61	-2.15103	-2.21185
168.05	-2.15441	-2.23218
167.47	-2.14709	-2.2508
166.85	-2.1348	-2.2727
166.21	-2.11468	-2.29098
165.54	-2.08779	-2.29936
164.83	-2.06154	-2.30493
164.09	-2.03652	-2.3102
163.32	-2.01206	-2.31555
162.51	-1.9877	-2.32039
161.66	-1.96334	-2.32405
179.51	-2.23698	-2.22485
179.5	-2.23697	-2.22483
179.48	-2.23693	-2.22478
179.46	-2.23687	-2.22471
179.43	-2.23679	-2.22462
179.4	-2.23668	-2.2245
179.35	-2.11148	-2.09854
179.3	-2.14281	-2.12967
179.24	-2.23613	-2.22389
179.18	-2.23583	-2.22358
179.1	-2.23549	-2.22322
179.02	-2.23511	-2.22282
178.93	-2.23465	-2.22234
178.83	-2.23409	-2.22176
178.73	-2.23345	-2.22111
178.62	-2.23272	-2.22037
178.5	-2.23186	-2.2195
178.37	-2.23089	-2.21854
178.24	-2.22977	-2.21743
178.1	-2.22853	-2.21622
177.95	-2.22712	-2.21484
177.79	-2.22552	-2.21328
177.63	-2.22377	-2.21159
177.46	-2.22181	-2.2097
177.28	-2.12907	-2.10093
177.09	-2.1293	-2.09976
176.89	-2.13518	-2.10391
176.68	-2.21159	-2.19988
176.47	-2.13595	-2.1001
176.24	-2.13635	-2.09949
176.01	-2.13909	-2.10019
175.76	-2.13973	-2.09967
175.51	-2.14021	-2.09798
175.24	-2.14173	-2.09878
174.96	-2.14261	-2.09882
174.67	-2.14186	-2.09586
174.37	-2.14159	-2.09424
174.06	-2.14114	-2.09282
173.73	-2.14041	-2.09146
173.39	-2.13939	-2.09022
173.03	-2.13796	-2.08897
172.66	-2.13619	-2.08782
172.28	-2.13403	-2.08678
171.87	-2.13143	-2.08584
171.45	-2.12836	-2.08495
171.02	-2.12482	-2.08416
170.56	-2.1207	-2.08331
170.08	-2.11606	-2.08249
169.58	-2.15016	-2.17194
169.06	-2.10605	-2.08265
168.52	-2.1023	-2.08737
167.95	-2.10121	-2.10134
167.35	-2.10438	-2.13772
166.73	-2.12542	-2.27245
166.08	-2.10078	-2.28412
165.4	-2.07574	-2.2894
164.69	-2.05197	-2.29374
163.94	-2.02875	-2.29834
163.16	-2.0056	-2.30275
162.34	-1.98234	-2.30636
161.48	-1.95891	-2.30874
179.52	-2.23699	-2.22485
179.51	-2.23694	-2.2248
179.5	-2.2369	-2.22475
179.49	-2.23684	-2.22467
179.46	-2.23676	-2.22458
179.43	-2.23663	-2.22444
179.39	-2.10797	-2.0951
179.35	-2.10865	-2.09558
179.29	-2.23605	-2.2238
179.23	-2.23576	-2.22349
179.15	-2.23543	-2.22314
179.07	-2.23502	-2.22271
178.98	-2.23453	-2.22221
178.89	-2.23399	-2.22165
178.78	-2.23334	-2.22098
178.67	-2.2326	-2.22024
178.55	-2.23173	-2.21937
178.43	-2.23076	-2.2184
178.29	-2.22962	-2.21728
178.15	-2.22837	-2.21605
178	-2.22694	-2.21465
177.85	-2.22536	-2.21312
177.68	-2.22359	-2.21141
177.51	-2.22158	-2.20945
177.33	-2.12706	-2.09856
177.14	-2.13016	-2.1
176.94	-2.2143	-2.20247
176.74	-2.21134	-2.19964
176.52	-2.13542	-2.10026
176.3	-2.13533	-2.09835
176.06	-2.13832	-2.09958
175.82	-2.1409	-2.10116
175.56	-2.15198	-2.11564
175.29	-2.14178	-2.09894
175.02	-2.14278	-2.09934
174.73	-2.14174	-2.09586
174.42	-2.14141	-2.09415
174.11	-2.14096	-2.09272
173.78	-2.14023	-2.09138
173.44	-2.13914	-2.09004
173.08	-2.13769	-2.08879
172.71	-2.13592	-2.08765
172.33	-2.13374	-2.08661
171.92	-2.13113	-2.08565
171.5	-2.12806	-2.08481
171.06	-2.12446	-2.08395
170.61	-2.12034	-2.0831
170.13	-2.11571	-2.0823
169.63	-2.13981	-2.1647
169.11	-2.10578	-2.08263
168.57	-2.10217	-2.08771
168	-2.10132	-2.1024
167.4	-2.10626	-2.1459
166.78	-2.12432	-2.27374
