179.65	-1.60537	-1.62601
179.62	-1.60498	-1.62609
179.58	-1.60523	-1.62658
179.54	-1.60451	-1.62714
179.48	-1.60499	-1.62716
179.42	-1.60481	-1.62753
179.35	-1.60492	-1.62773
179.27	-1.60504	-1.62804
179.18	-1.60538	-1.62833
179.09	-1.60554	-1.62849
178.99	-1.6057	-1.62871
178.89	-1.60577	-1.62882
178.78	-1.60577	-1.62918
178.66	-1.60613	-1.62965
178.54	-1.60618	-1.62976
178.41	-1.60657	-1.63006
178.27	-1.60645	-1.63036
178.13	-1.60642	-1.63055
177.98	-1.60698	-1.6311
177.82	-1.6152	-1.63459
177.65	-1.6145	-1.63441
177.48	-1.61388	-1.63351
177.3	-1.61347	-1.6328
177.11	-1.61298	-1.63254
176.91	-1.61214	-1.63164
176.71	-1.61094	-1.63081
176.49	-1.61053	-1.63025
176.27	-1.60953	-1.62901
176.04	-1.60926	-1.62852
175.8	-1.60896	-1.62802
175.55	-1.60759	-1.62648
175.28	-1.60685	-1.62551
175.01	-1.6064	-1.62495
174.73	-1.60588	-1.62371
174.43	-1.6051	-1.62259
174.12	-1.60421	-1.62135
173.8	-1.60433	-1.62068
173.47	-1.60355	-1.6196
173.12	-1.60329	-1.6187
172.76	-1.60244	-1.6173
172.39	-1.60264	-1.61623
172	-1.60276	-1.61498
171.59	-1.60253	-1.61362
171.17	-1.60201	-1.61227
170.73	-1.60139	-1.61021
170.27	-1.60141	-1.60857
169.79	-1.60106	-1.60658
169.29	-1.51875	-1.50084
168.77	-1.6009	-1.60273
168.22	-1.60157	-1.60058
167.66	-1.61038	-1.60575
167.06	-1.60192	-1.59546
166.45	-1.6017	-1.59303
165.8	-1.60121	-1.59046
165.13	-1.60066	-1.58718
164.42	-1.60358	-1.59101
163.69	-1.60875	-1.60034
162.92	-1.60782	-1.60128
162.11	-1.60604	-1.60188
161.27	-1.60368	-1.60298
160.39	-1.59963	-1.6027
179.65	-1.60537	-1.62601
178.73	-1.60668	-1.62656
177.78	-1.60638	-1.62499
176.82	-1.60497	-1.62389
175.87	-1.60078	-1.61993
174.92	-1.59849	-1.61752
173.97	-1.59322	-1.61444
173.02	-1.5891	-1.61335
172.09	-1.58464	-1.61256
171.15	-1.58148	-1.61405
170.23	-1.57865	-1.61604
169.31	-1.57563	-1.61851
168.41	-1.57283	-1.62143
167.51	-1.57047	-1.62553
166.62	-1.5678	-1.62992
165.74	-1.56565	-1.63552
164.87	-1.5633	-1.64135
164.01	-1.5613	-1.64787
163.17	-1.55869	-1.65374
162.33	-1.55605	-1.65979
161.51	-1.55352	-1.66644
160.7	-1.55055	-1.67331
159.91	-1.54753	-1.68027
159.13	-1.54451	-1.6874
158.36	-1.54123	-1.6944
157.61	-1.5377	-1.70096
156.87	-1.53388	-1.70715
156.14	-1.53001	-1.71359
155.43	-1.52566	-1.71994
154.73	-1.52126	-1.72618
154.05	-1.51676	-1.73264
153.38	-1.5122	-1.7391
152.73	-1.50804	-1.74544
152.09	-1.50299	-1.75149
151.47	-1.49797	-1.75776
150.86	-1.49263	-1.76381
150.26	-1.49571	-1.77603
149.68	-1.49797	-1.792
149.11	-1.49936	-1.80877
148.56	-1.50128	-1.82754
148.02	-1.50304	-1.84733
147.5	-1.50528	-1.86897
146.99	-1.50734	-1.89199
146.49	-2.61675	-2.76201
146.01	-1.46731	-1.95495
145.54	-2.6254	-2.80842
145.08	-2.61229	-2.80181
144.63	-2.60413	-2.80042
144.2	-2.59768	-2.80017
143.79	-2.59261	-2.80039
143.38	-2.58838	-2.80044
142.99	-2.58536	-2.80101
142.61	-2.58192	-2.80086
142.24	-2.5796	-2.80123
141.88	-2.57764	-2.80153
141.54	-2.57578	-2.80164
141.2	-2.5746	-2.80183
140.88	-2.57352	-2.80179
140.57	-2.57238	-2.80167
140.27	-2.57155	-2.80182
139.98	-2.57084	-2.80185
179.65	-1.60537	-1.62601
179.2	-1.60652	-1.62553
178.72	-1.60648	-1.6267
178.25	-1.60661	-1.62552
177.77	-1.60634	-1.62493
177.29	-1.60519	-1.62352
176.81	-1.60446	-1.6233
176.32	-1.60322	-1.62254
175.84	-1.60136	-1.62096
175.35	-1.59958	-1.62011
174.86	-1.5977	-1.61731
174.36	-1.59485	-1.61563
173.86	-1.59195	-1.61427
173.36	-1.58952	-1.61356
172.86	-1.58685	-1.61273
172.35	-1.58512	-1.61316
171.84	-1.58283	-1.61323
171.32	-1.58108	-1.61417
170.8	-1.57969	-1.61561
170.27	-1.57735	-1.61624
169.74	-1.57596	-1.61814
169.2	-1.35112	-1.40988
168.66	-1.57231	-1.62124
168.11	-1.57065	-1.6233
167.55	-1.56953	-1.62623
166.99	-1.56737	-1.62858
166.42	-1.56617	-1.63208
165.84	-1.56467	-1.63561
165.26	-1.56291	-1.63939
164.67	-1.5614	-1.64343
164.06	-1.55985	-1.64764
163.45	-1.5584	-1.65213
162.83	-1.55706	-1.6567
162.2	-1.55532	-1.66128
