文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_0.vasp, 平面夹角:, 89.95 , 原子夹角: , 179.90 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_1.vasp, 平面夹角:, 89.01 , 原子夹角: , 178.99 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_2.vasp, 平面夹角:, 88.05 , 原子夹角: , 178.03 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_3.vasp, 平面夹角:, 87.09 , 原子夹角: , 177.06 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_4.vasp, 平面夹角:, 86.11 , 原子夹角: , 176.09 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_5.vasp, 平面夹角:, 85.13 , 原子夹角: , 175.11 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_6.vasp, 平面夹角:, 84.14 , 原子夹角: , 174.12 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_7.vasp, 平面夹角:, 83.15 , 原子夹角: , 173.13 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_8.vasp, 平面夹角:, 82.15 , 原子夹角: , 172.13 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_9.vasp, 平面夹角:, 81.14 , 原子夹角: , 171.12 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_10.vasp, 平面夹角:, 80.13 , 原子夹角: , 170.11 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_11.vasp, 平面夹角:, 79.11 , 原子夹角: , 169.09 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_12.vasp, 平面夹角:, 78.09 , 原子夹角: , 168.07 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_13.vasp, 平面夹角:, 77.07 , 原子夹角: , 167.05 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_14.vasp, 平面夹角:, 76.04 , 原子夹角: , 166.02 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_15.vasp, 平面夹角:, 75.01 , 原子夹角: , 164.99 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_16.vasp, 平面夹角:, 73.98 , 原子夹角: , 163.96 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_17.vasp, 平面夹角:, 72.95 , 原子夹角: , 162.93 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_18.vasp, 平面夹角:, 71.92 , 原子夹角: , 161.90 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_19.vasp, 平面夹角:, 70.88 , 原子夹角: , 160.86 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_20.vasp, 平面夹角:, 69.85 , 原子夹角: , 159.83 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_21.vasp, 平面夹角:, 68.82 , 原子夹角: , 158.79 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_22.vasp, 平面夹角:, 67.78 , 原子夹角: , 157.76 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_23.vasp, 平面夹角:, 66.75 , 原子夹角: , 156.73 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_24.vasp, 平面夹角:, 65.73 , 原子夹角: , 155.70 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_25.vasp, 平面夹角:, 64.70 , 原子夹角: , 154.68 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_26.vasp, 平面夹角:, 63.68 , 原子夹角: , 153.66 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_27.vasp, 平面夹角:, 62.66 , 原子夹角: , 152.64 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_28.vasp, 平面夹角:, 61.65 , 原子夹角: , 151.63 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_29.vasp, 平面夹角:, 60.64 , 原子夹角: , 150.62 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_30.vasp, 平面夹角:, 59.64 , 原子夹角: , 149.61 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_31.vasp, 平面夹角:, 58.64 , 原子夹角: , 148.62 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_32.vasp, 平面夹角:, 57.65 , 原子夹角: , 147.63 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_33.vasp, 平面夹角:, 56.66 , 原子夹角: , 146.64 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_34.vasp, 平面夹角:, 55.68 , 原子夹角: , 145.66 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_35.vasp, 平面夹角:, 54.71 , 原子夹角: , 144.69 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_36.vasp, 平面夹角:, 53.75 , 原子夹角: , 143.73 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_37.vasp, 平面夹角:, 52.80 , 原子夹角: , 142.77 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_38.vasp, 平面夹角:, 51.85 , 原子夹角: , 141.83 
文件: C:\Users\wu\Desktop\python_geo\Geometric_distortion\angle_i\angle_1.5\0\IrO6_39.vasp, 平面夹角:, 50.91 , 原子夹角: , 140.89 
